Timescale,Location,Month,Alpha,Beta
3,"Albany, Gentry County, MO",January,6.290147764110858,0.5629756458671309
3,"Albany, Gentry County, MO",February,11.453973649258133,0.5455573926961785
3,"Albany, Gentry County, MO",March,8.347801408300299,1.232420310079555
3,"Albany, Gentry County, MO",April,10.02574987065735,1.3389272795831137
3,"Albany, Gentry County, MO",May,7.876027408923224,1.7234259475432354
3,"Albany, Gentry County, MO",June,8.347208284179771,1.5380890907482108
3,"Albany, Gentry County, MO",July,6.613756304056356,1.5833160741565535
3,"Albany, Gentry County, MO",August,5.9450892885146525,1.6179319659138696
3,"Albany, Gentry County, MO",September,8.925892025032553,0.7862426127366325
3,"Albany, Gentry County, MO",October,10.264803994144083,0.5078031692639873
3,"Albany, Gentry County, MO",November,3.7259678490489407,0.8582781162706329
3,"Albany, Gentry County, MO",December,3.8226613476931615,0.6744864634658951
3,"Auxvasse, Audrain County, MO",January,9.962826328871452,0.6528669461245934
3,"Auxvasse, Audrain County, MO",February,14.398065726834199,0.6087206550089204
3,"Auxvasse, Audrain County, MO",March,9.806495991801523,1.182236755084848
3,"Auxvasse, Audrain County, MO",April,6.846885069723669,1.9894691568579839
3,"Auxvasse, Audrain County, MO",May,6.021781734579259,2.2801944571630517
3,"Auxvasse, Audrain County, MO",June,7.012363914170724,1.861295776030309
3,"Auxvasse, Audrain County, MO",July,4.545660719106021,2.372775708512303
3,"Auxvasse, Audrain County, MO",August,5.81715685324697,1.7103859470249219
3,"Auxvasse, Audrain County, MO",September,7.875134411617457,1.0380246109036726
3,"Auxvasse, Audrain County, MO",October,6.484965631104644,1.1365390483204758
3,"Auxvasse, Audrain County, MO",November,5.797792952866985,1.0071361144207853
3,"Auxvasse, Audrain County, MO",December,5.871230402828483,0.942519645870838
3,"Brunswick, Carroll County, MO",January,8.861764773089458,0.5928390263814742
3,"Brunswick, Carroll County, MO",February,19.82164665750228,0.39657653755646843
3,"Brunswick, Carroll County, MO",March,10.057046647517513,1.1038628326179956
3,"Brunswick, Carroll County, MO",April,6.463127753888217,2.123584821891079
3,"Brunswick, Carroll County, MO",May,6.563462645834988,2.150795613307064
3,"Brunswick, Carroll County, MO",June,10.351398384871004,1.3436187862077589
3,"Brunswick, Carroll County, MO",July,7.947820225287332,1.3848136580998345
3,"Brunswick, Carroll County, MO",August,8.045603276309777,1.2898867008921966
3,"Brunswick, Carroll County, MO",September,19.983545876123443,0.38360726274272244
3,"Brunswick, Carroll County, MO",October,9.08435405532871,0.7350550143059544
3,"Brunswick, Carroll County, MO",November,4.14721145612885,1.0507060096152998
3,"Brunswick, Carroll County, MO",December,4.3340818456108465,0.9344539730373255
3,"Cardwell, Dunklin County, MO",January,15.169583687959816,0.8140500262971164
3,"Cardwell, Dunklin County, MO",February,9.955709292731274,1.3437113928052387
3,"Cardwell, Dunklin County, MO",March,10.173701887349393,1.4292929123647138
3,"Cardwell, Dunklin County, MO",April,8.029913504130745,1.6091393753435894
3,"Cardwell, Dunklin County, MO",May,8.26545362216266,1.4734016897486224
3,"Cardwell, Dunklin County, MO",June,11.7152973099209,0.8739285963116937
3,"Cardwell, Dunklin County, MO",July,10.90261560330727,0.9026121521195474
3,"Cardwell, Dunklin County, MO",August,6.840829612550333,1.443782001037816
3,"Cardwell, Dunklin County, MO",September,6.953267374030207,1.56059725829448
3,"Cardwell, Dunklin County, MO",October,5.983334902099652,2.0853058599569474
3,"Cardwell, Dunklin County, MO",November,11.174913921271372,1.0588075592162767
3,"Cardwell, Dunklin County, MO",December,8.789288868696458,1.338087018088596
3,"Charleston, Mississippi County, MO",January,11.788729193884201,1.0122889247715483
3,"Charleston, Mississippi County, MO",February,8.743734344084658,1.4771263046020726
3,"Charleston, Mississippi County, MO",March,9.017606918507713,1.5714146921858732
3,"Charleston, Mississippi County, MO",April,7.22383437747189,1.7802756811358955
3,"Charleston, Mississippi County, MO",May,15.007550140692963,0.7869094704146051
3,"Charleston, Mississippi County, MO",June,7.891559641865174,1.3304298697899954
3,"Charleston, Mississippi County, MO",July,6.734687163179573,1.4596693845725035
3,"Charleston, Mississippi County, MO",August,6.265182136124338,1.5790974816820538
3,"Charleston, Mississippi County, MO",September,6.553597320553624,1.5896485788184798
3,"Charleston, Mississippi County, MO",October,7.502543860443065,1.5518625260098233
3,"Charleston, Mississippi County, MO",November,13.436161066365498,0.8528911849769281
3,"Charleston, Mississippi County, MO",December,11.599797173319152,0.972215275111838
3,"Clarkton, Dunklin County, MO",January,10.128310619838588,1.174529538697104
3,"Clarkton, Dunklin County, MO",February,12.99906229871454,0.9993336212708668
3,"Clarkton, Dunklin County, MO",March,11.355840169018352,1.2649350278185294
3,"Clarkton, Dunklin County, MO",April,6.94462410980254,1.7863337843233382
3,"Clarkton, Dunklin County, MO",May,13.54021937656555,0.8027934923205914
3,"Clarkton, Dunklin County, MO",June,9.297737561235362,1.0086683208325855
3,"Clarkton, Dunklin County, MO",July,7.934135466060056,1.1939444073382757
3,"Clarkton, Dunklin County, MO",August,5.046505904625921,1.9400386825649407
3,"Clarkton, Dunklin County, MO",September,6.071161420390728,1.7512437237666256
3,"Clarkton, Dunklin County, MO",October,6.118339668067826,1.9995212204299575
3,"Clarkton, Dunklin County, MO",November,10.374558269215948,1.165993418983502
3,"Clarkton, Dunklin County, MO",December,8.978870437683424,1.299114784469797
3,"Columbia-Sanborn Field, Boone County, MO",January,8.175339590058565,0.833775762463608
3,"Columbia-Sanborn Field, Boone County, MO",February,10.577070099356906,0.8719238800034737
3,"Columbia-Sanborn Field, Boone County, MO",March,8.92027330909244,1.345833203099628
3,"Columbia-Sanborn Field, Boone County, MO",April,8.446313310430092,1.6102192953192882
3,"Columbia-Sanborn Field, Boone County, MO",May,6.51705542255651,2.069441763543591
3,"Columbia-Sanborn Field, Boone County, MO",June,6.482648827870122,1.9626108099621966
3,"Columbia-Sanborn Field, Boone County, MO",July,5.161592157689742,2.159863273355401
3,"Columbia-Sanborn Field, Boone County, MO",August,7.759730627125317,1.3755846922641226
3,"Columbia-Sanborn Field, Boone County, MO",September,9.301520130852198,0.9625666780783536
3,"Columbia-Sanborn Field, Boone County, MO",October,6.744877182599999,1.1408040687951035
3,"Columbia-Sanborn Field, Boone County, MO",November,5.497941336049361,1.062594701607213
3,"Columbia-Sanborn Field, Boone County, MO",December,5.67468291416941,0.9763394273418365
3,"Columbia-South Farms, Boone County, MO",January,6.657334814989401,1.0133184205954258
3,"Columbia-South Farms, Boone County, MO",February,9.812551306388206,0.9478472733227857
3,"Columbia-South Farms, Boone County, MO",March,8.6804541912822,1.408820291037514
3,"Columbia-South Farms, Boone County, MO",April,9.331115177195844,1.4435573609700059
3,"Columbia-South Farms, Boone County, MO",May,7.593361020828842,1.7516946663821498
3,"Columbia-South Farms, Boone County, MO",June,6.617418065196389,1.905262225017439
3,"Columbia-South Farms, Boone County, MO",July,4.918310917535872,2.3212576142881476
3,"Columbia-South Farms, Boone County, MO",August,6.7727489463765735,1.6001011434553736
3,"Columbia-South Farms, Boone County, MO",September,8.426102748161883,1.0605931275542733
3,"Columbia-South Farms, Boone County, MO",October,7.242279755469472,1.0587711225841212
3,"Columbia-South Farms, Boone County, MO",November,6.107887080710085,0.9537531702517036
3,"Columbia-South Farms, Boone County, MO",December,5.708775384979918,0.9657646275485277
3,"Cook Station, Crawford County, MO",January,7.598318129886395,1.2097940416502988
3,"Cook Station, Crawford County, MO",February,7.730635124884547,1.418046489454994
3,"Cook Station, Crawford County, MO",March,7.316266495818037,1.8364011217715706
3,"Cook Station, Crawford County, MO",April,7.471098286184198,1.7007762687668366
3,"Cook Station, Crawford County, MO",May,11.320196362289735,1.0793761529440922
3,"Cook Station, Crawford County, MO",June,17.963779766354712,0.6203223084656301
3,"Cook Station, Crawford County, MO",July,8.882887018186949,1.2111771745010809
3,"Cook Station, Crawford County, MO",August,12.078495897149931,0.8392670262714832
3,"Cook Station, Crawford County, MO",September,6.994269188185309,1.330613165773981
3,"Cook Station, Crawford County, MO",October,6.845945982623653,1.2312639755209196
3,"Cook Station, Crawford County, MO",November,5.686928260450224,1.3566198915773235
3,"Cook Station, Crawford County, MO",December,7.384581791339694,0.9826780814151127
3,"Corning, Atchison County, MO",January,4.333158683543778,0.7648000551389266
3,"Corning, Atchison County, MO",February,10.879780155909566,0.5417021222527898
3,"Corning, Atchison County, MO",March,7.819054938110741,1.1896578389238908
3,"Corning, Atchison County, MO",April,18.915679353174912,0.5804708250278653
3,"Corning, Atchison County, MO",May,14.30426869258262,0.8061696067514681
3,"Corning, Atchison County, MO",June,11.23837308112699,1.0206474357066286
3,"Corning, Atchison County, MO",July,6.799589914446084,1.4900408398514464
3,"Corning, Atchison County, MO",August,4.51450200436766,1.9639486241277866
3,"Corning, Atchison County, MO",September,7.957636256976913,0.8050966970436197
3,"Corning, Atchison County, MO",October,7.62962654389409,0.6304371481916624
3,"Corning, Atchison County, MO",November,3.0584281514030383,0.985255557516034
3,"Corning, Atchison County, MO",December,3.5917366895294545,0.6693605001099429
3,"Delta, Cape Girardeau County, MO",January,7.273068341973599,1.5335480811766153
3,"Delta, Cape Girardeau County, MO",February,6.531019676578022,2.0093646398223686
3,"Delta, Cape Girardeau County, MO",March,5.879038247444975,2.596819302329754
3,"Delta, Cape Girardeau County, MO",April,4.903331513219384,2.846024169990814
3,"Delta, Cape Girardeau County, MO",May,9.01953313964616,1.4122589794338711
3,"Delta, Cape Girardeau County, MO",June,7.464715908628912,1.574127778015458
3,"Delta, Cape Girardeau County, MO",July,8.203221062223847,1.3438826752497728
3,"Delta, Cape Girardeau County, MO",August,7.881508420983638,1.3679699482476833
3,"Delta, Cape Girardeau County, MO",September,7.8159897104691405,1.3370027836785314
3,"Delta, Cape Girardeau County, MO",October,8.141374300166035,1.3955465315646962
3,"Delta, Cape Girardeau County, MO",November,11.88731633716546,0.8970695906156713
3,"Delta, Cape Girardeau County, MO",December,8.430778457810876,1.2042679946547852
3,"Glennonville, Dunklin County, MO",January,10.904089568548837,1.057878324236395
3,"Glennonville, Dunklin County, MO",February,10.488396585689445,1.1975519706451252
3,"Glennonville, Dunklin County, MO",March,9.258224399390595,1.5039600899084407
3,"Glennonville, Dunklin County, MO",April,5.154708356981354,2.312691460798996
3,"Glennonville, Dunklin County, MO",May,8.42821570225109,1.265392388717755
3,"Glennonville, Dunklin County, MO",June,6.456555081268959,1.4191649496415053
3,"Glennonville, Dunklin County, MO",July,5.894063376958231,1.6052168758630991
3,"Glennonville, Dunklin County, MO",August,4.915366642940926,1.9476336210202798
3,"Glennonville, Dunklin County, MO",September,5.888018500857672,1.746696844097083
3,"Glennonville, Dunklin County, MO",October,5.806822743748492,2.011642255254958
3,"Glennonville, Dunklin County, MO",November,9.51196850182396,1.2067253304331607
3,"Glennonville, Dunklin County, MO",December,9.387066454895663,1.1804362296438538
3,"Hayward, Pemiscot County, MO",January,14.767969746589566,0.8467785494338436
3,"Hayward, Pemiscot County, MO",February,10.299430657077634,1.316655303735765
3,"Hayward, Pemiscot County, MO",March,10.769591281445622,1.3590487900238428
3,"Hayward, Pemiscot County, MO",April,6.379543553710294,1.9870805113312557
3,"Hayward, Pemiscot County, MO",May,11.351446261887078,1.0307423738639603
3,"Hayward, Pemiscot County, MO",June,7.217595999489772,1.4102110085065531
3,"Hayward, Pemiscot County, MO",July,9.236178796421402,1.1551043169750734
3,"Hayward, Pemiscot County, MO",August,5.128114075547659,2.0893808475368334
3,"Hayward, Pemiscot County, MO",September,5.845383483747319,1.930440782566534
3,"Hayward, Pemiscot County, MO",October,6.062639385716378,2.0255891675990845
3,"Hayward, Pemiscot County, MO",November,11.24112085581087,1.06502576451214
3,"Hayward, Pemiscot County, MO",December,13.428685452222345,0.8909410164780267
3,"Lamar, Barton County, MO",January,6.293642050993257,1.0577023520188014
3,"Lamar, Barton County, MO",February,6.661350967358291,1.3703526574159888
3,"Lamar, Barton County, MO",March,7.550186559640152,1.8230013114743489
3,"Lamar, Barton County, MO",April,8.559439572825571,1.8569654237521935
3,"Lamar, Barton County, MO",May,8.303226889245474,1.8654394096864413
3,"Lamar, Barton County, MO",June,10.60215746767924,1.1567221141061277
3,"Lamar, Barton County, MO",July,7.376976456655682,1.3829062254309465
3,"Lamar, Barton County, MO",August,8.266190871290082,1.2267339122286778
3,"Lamar, Barton County, MO",September,11.383510031588878,0.8100167090682763
3,"Lamar, Barton County, MO",October,7.196304229429387,1.0791418880923418
3,"Lamar, Barton County, MO",November,4.674632197916026,1.254822429890495
3,"Lamar, Barton County, MO",December,6.168370839761497,0.8767171765852791
3,"Linneus, Linn County, MO",January,7.602176746561597,0.6600741034296
3,"Linneus, Linn County, MO",February,17.617398117718675,0.43166419634074576
3,"Linneus, Linn County, MO",March,7.575752961094143,1.4394872768561073
3,"Linneus, Linn County, MO",April,7.528133601722779,1.768366597140823
3,"Linneus, Linn County, MO",May,6.734914582655661,2.0422802939261224
3,"Linneus, Linn County, MO",June,8.199252642628322,1.6152894957656976
3,"Linneus, Linn County, MO",July,6.630250919272954,1.7023614145014938
3,"Linneus, Linn County, MO",August,6.4770053154242175,1.6244003961282683
3,"Linneus, Linn County, MO",September,9.171497453518693,0.8740393856866334
3,"Linneus, Linn County, MO",October,8.439064565247591,0.741344014105958
3,"Linneus, Linn County, MO",November,4.886908387536269,0.8495486998191357
3,"Linneus, Linn County, MO",December,5.728372251300325,0.679148717313815
3,"Monroe City, Monroe County, MO",January,8.141718026710585,0.7168511585579953
3,"Monroe City, Monroe County, MO",February,10.449544240910294,0.7755362160554893
3,"Monroe City, Monroe County, MO",March,8.583229145373009,1.2461510486255547
3,"Monroe City, Monroe County, MO",April,7.365655510022369,1.6399875499195926
3,"Monroe City, Monroe County, MO",May,6.008862891435678,2.05418788154179
3,"Monroe City, Monroe County, MO",June,9.177835510743382,1.313672123743489
3,"Monroe City, Monroe County, MO",July,5.313653646642822,2.061983598364397
3,"Monroe City, Monroe County, MO",August,6.018194943691155,1.713276726644113
3,"Monroe City, Monroe County, MO",September,7.16342403124451,1.1930398037061685
3,"Monroe City, Monroe County, MO",October,7.352285670480046,0.9845577721720065
3,"Monroe City, Monroe County, MO",November,5.084271918267766,1.0628365451274056
3,"Monroe City, Monroe County, MO",December,5.837890749633629,0.8425560208382948
3,"Novelty, Knox County, MO",January,6.820192098444468,0.785197824753558
3,"Novelty, Knox County, MO",February,14.863236917047258,0.5557335892712756
3,"Novelty, Knox County, MO",March,7.014819156422768,1.6415533662841022
3,"Novelty, Knox County, MO",April,5.410149888842356,2.5806432268282555
3,"Novelty, Knox County, MO",May,4.773390550387092,2.9562320223212546
3,"Novelty, Knox County, MO",June,6.094484659042327,2.16295291085444
3,"Novelty, Knox County, MO",July,6.0896123308343135,1.8572610842290613
3,"Novelty, Knox County, MO",August,8.512828753041324,1.28683233872403
3,"Novelty, Knox County, MO",September,9.67020113832943,0.9103998845696074
3,"Novelty, Knox County, MO",October,8.460796183865476,0.8562531440301766
3,"Novelty, Knox County, MO",November,5.536274938012614,0.8443553446627406
3,"Novelty, Knox County, MO",December,5.655263825178183,0.7908561188936366
3,"Portageville, Pemiscot County, MO",January,17.197956663686384,0.7632767227409833
3,"Portageville, Pemiscot County, MO",February,12.089076317604736,1.1502615778717478
3,"Portageville, Pemiscot County, MO",March,10.867663273790436,1.3576055522149133
3,"Portageville, Pemiscot County, MO",April,5.7644370630257775,2.233956214510311
3,"Portageville, Pemiscot County, MO",May,7.691837822824819,1.5268891003632925
3,"Portageville, Pemiscot County, MO",June,6.634596183564066,1.510453646738247
3,"Portageville, Pemiscot County, MO",July,8.620099980274679,1.1689732937930002
3,"Portageville, Pemiscot County, MO",August,5.10411885454613,2.044590580828336
3,"Portageville, Pemiscot County, MO",September,5.217035871658885,2.1816347341210798
3,"Portageville, Pemiscot County, MO",October,5.100524135264442,2.4706611188525076
3,"Portageville, Pemiscot County, MO",November,12.322572376040837,1.0054380656365864
3,"Portageville, Pemiscot County, MO",December,13.232144315954079,0.9410480294127216
3,"St. Joseph, Buchanan County, MO",January,5.506109013564045,0.7017659822174269
3,"St. Joseph, Buchanan County, MO",February,14.034561858094541,0.47727888250652056
3,"St. Joseph, Buchanan County, MO",March,13.33261770550673,0.7832520387790646
3,"St. Joseph, Buchanan County, MO",April,15.502440230937804,0.8414804253891878
3,"St. Joseph, Buchanan County, MO",May,8.684273569584986,1.5687360864754953
3,"St. Joseph, Buchanan County, MO",June,8.15147932693917,1.657265647736026
3,"St. Joseph, Buchanan County, MO",July,6.9854100764257305,1.658933864533091
3,"St. Joseph, Buchanan County, MO",August,7.245438855627564,1.4555709060892401
3,"St. Joseph, Buchanan County, MO",September,12.570836223689154,0.5922438147806145
3,"St. Joseph, Buchanan County, MO",October,10.20904896896909,0.5627768741466658
3,"St. Joseph, Buchanan County, MO",November,4.401110681936913,0.7818102252132034
3,"St. Joseph, Buchanan County, MO",December,3.2330054037234093,0.9003490467665056
